City Code,"City, State",Type of Alert,Other Codes,Address,Alert Description,Random Code,Date,Time of day
MAR," Fort Meade, Maryland", Shooting/Stabbing,, MD-175 & Blue Water Blvd, AACoPD rptg a victim with a GSW a walk-in at area hospital. Non-life threatening injuries., MAR055,2019-04-17, 15:31
NCA," Selma, North Carolina", 1 Alarm Fire,, Parrish St & Ricks Rd," Delayed: FD o/s mobile home W/F. Investigator o/s. M/A Four Oaks, Wilson Mills, Bethany", NCA016,2019-04-17, 15:30
ONT," Strathroy, Ontario - Canada", 2 Alarm Fire, TAC 3, 3259 Cuddy Dr," SCFD E11 stretching in a fully involved barn, Exposure issues, Upgraded fire", ONT107,2019-04-17, 15:30
ILL," Chicago, Illinois", Shooting/Stabbing,, 2 E 111th St, Delayed - CPD o/s rptg a confirmed male fatally stabbed. 1 suspect in custody., ILL085,2019-04-17, 14:28
HWI," Kapolei, Hawaii", Perp Search/Chase,, 91-600 Farrington Hwy., HPD o/s in the area searching for attempted kidnapping suspect. Perimeter established., HWI016,2019-04-17, 09:26
MNE," Portland, Maine", Violent Crime, 800 digital, Anderson St, Iao Marginal Way Vehicle Stopped subject with weapon Additioal Units Swat Team Not called [MNE039], MNE044,2019-04-17, 15:26
NCA," Selma, North Carolina", Major Accident,, I95 @ Us70," FD o/s RV vs TT MVC. 2 subjects pinned. 1 DOA, 1 trauma. Heli standing by for transport. 95NB closed", NCA016,2019-04-17, 15:23
FLA," Lake Buena Vista, Florida", Trauma Alert,, 8200 Arrezzo Way, R56 transporting pediatric drowning victim from Hilton Grand Vacations, FLA057,2019-04-17, 15:23
NJY," Passaic, New Jersey", 3 Alarm Fire,, 35 8th St, PFD o/s 3rd alarm for fire in a mattress factory building, NJY005,2019-04-17, 15:20
NYK," Schroon Lake, New York", Brush Fire,, 243 Crane Pond Rd., Appx 5 Acres Burning. M/A Called to Assist., VMT102,2019-04-17, 15:19
CON," East Haven, Connecticut", Brush Fire,, 838 Thompson Ave, Units o/s brush fire w/ extension to a garage. 1ALM ordered. [CWP], FLA027,2019-04-17, 15:19
NYC," Queens, New York", Major Accident,, Gipson St & Healy Ave," Child struck by a bus, transported by EMS in serious condition, Crime Scene Investigation underway", NYC066,2019-04-17, 15:19
FLA," Vero Beach, Florida", Major Accident,, 4th St & 5th Ave, E-13 o/s 3 car MVA with 1 trauma alert issued additional rescue requested [FLA071], CON203,2019-04-17, 15:14
NJY," Passaic, New Jersey", 2 Alarm Fire,, 35 8th St, PFD o/s 2nd alarm fire in a mattress warehouse bldg, NJY005,2019-04-17, 15:10
FLA," Port St John, Florida", Brush Fire, Tac 1 & 2, Golfview Ave & Floravista ave," U/D: Calling 2nd alarm for structural protection,Suppression on Tac-1 Protection on Tac-2 M/A:Titusville", FLA209,2019-04-17, 15:09
ILL," Chicago, Illinois", Perp Search/Chase,, 78 E Washington St," CPD units rptg a foot chase of a subject in the Chicago Cultural Center, unknwn reason, now in cust.", ILL085,2019-04-17, 14:08
MAS," Uxbridge, Massachusetts", Brush Fire,, Hecla St, Extensive Brush. Cmd Transmitting the 2nd Alarm., MAS617,2019-04-17, 14:57
NYC," Manhattan, New York", Armed Robbery, SOD, 347 6th Ave.," PD o/s rptg a robbery of a Capitol One Bank, male perp fled S/B 6th Ave. Level 1 Mobilization", NYC249,2019-04-17, 14:56
PEN," Carlisle, Pennsylvania", 2 Alarm Fire,, 17 S. Hanover St," E-38 o/s rptg fire showing from a 3 story apartment building, 2nd alarm struck", PEN035,2019-04-17, 14:47
FLA," Port St John, Florida", Brush Fire, Tac 1, Golfview Ave & Floravista ave," Brush fire from vehicle fire,requesting 1st alarm brush assignment, FSS tractor plow, & inspector", FLA209,2019-04-17, 14:46
NYK," Beekman, New York", Major Accident,, Route 216 & Depot Hill Rd," Tractor trailer overturned, no entrapment. Truck leaking fluids.", NYK130,2019-04-17, 14:41
FLA," Sarasota, Florida", Trauma Alert,, 7285 Proctor Rd," Pediatric trauma alert from a fall at a school, Medevac assigned.", FLA100,2019-04-17, 14:40
NHA," Concord, New Hampshire", Brush Fire,, 192 Silk Farm Rd," Large brush fire rapidly spreading, 1st alarm working, req Forestry & M/A.", NHA070,2019-04-17, 14:39
FLA," Starke, Florida", Major Accident,, SW CR-100A & SW 155 St," MVC w/ confirmed fatality, road blocked.", FLA318,2019-04-17, 13:55
MAS," Palmer, Massachusetts", Technical Rescue,, 139 Griffin St, Male Trapped Under a Tree. Extrication in Prog. LifeFlight LZ is St Peter & Paul Church., MAS237,2019-04-17, 13:53
MAS," Norfolk, Massachusetts", Technical Rescue,, Medway St, Off Road ATV Accident near Water Dept. 8 y/o Female with Head Injury. No Loss of Consciousness., MAS041,2019-04-17, 13:51
FLA," Dania Beach, Florida", Officer Assist, BSO Disp 2, Stirling Rd & SW 18 Ave, BSO conducting a felony stop on an occupied stolen vehicle. Air held., FLA005,2019-04-17, 13:49
PEN," Coatesville, Pennsylvania", 1 Alarm Fire,, 568 Coates St," Smoke showing from a two story duplex, working fire.", PEN079,2019-04-17, 13:48
NJY," Park Ridge, New Jersey", SWAT/ERT,, S 5th St & Leach Ave, PD & Swat units o/s with a barricaded male in a residence w/ shots fired., NJY088,2019-04-17, 13:47
NJY," Keansburg, New Jersey", 1 Alarm Fire,, 35 Kennedy Way," Working fire in a 1.5 story private dwelling, smoke showing", NJY088,2019-04-17, 13:45
LAX," Los Angeles, California", Major Accident,, I-405 & Santa Monica Blvd, Fatal MVA blocking S/B lanes. CHP o/s., LAX191,2019-04-17, 10:44
WAS," Seattle, Washington", Perp Search/Chase,, 5200 Airport Way S," PD searching for a male suspect wanted for assault, armed w/ a gun.", WAS009,2019-04-17, 10:34
VIR," Chesapeake, Virginia", Special,, 1000 Poindexter St, Suicidal Female Jumped From Bridge. Rescued Pre-FD Arrival by Good Sam in Boat. EMS Continuing In., VIR032,2019-04-17, 13:29
CAL," Oxnard, California", Special,, 248 Roderick Ave," Cmd o/s Contents Fire in a Garage Req Medic for Poss Electric Shock. Unk if Member or Civilian,", CAL036,2019-04-17, 10:26
NYC," Manhattan, New York", Technical Rescue,, Harlem River @ Randalls Island," Box 9974: Person in the river face down, deceased,divers to remove body.", NYC046,2019-04-17, 13:24
NYK," Holbrook, New York", 1 Alarm Fire,, 44 Walter St," Ronkonkoma FD o/s of a fire in a 2 story private dwelling, mutual aid notified", NYC066,2019-04-17, 13:23
MAR," Finksburg, Maryland", 1 Alarm Fire,, 2127 Deer Park Road," Box Alarm 13-7: Gamber VFC 139 o/s fire in a barn, Tanker Task Force requested M/A:Baltimore County", MAR137,2019-04-17, 13:21
LAX," Willowbrook, California", 1 Alarm Fire,, 2613 E El Segundo Blvd," Q-147 o/s 1 sty house, working fire declared, fire attack started, searches negative.", LAX111,2019-04-17, 10:19
HOU," Houston, Texas", 1 Alarm Fire,, Fuqua St & Beamer Rd, Dist 70 IC - fire in a commercial structure. Searches completed, HOU039,2019-04-17, 12:01
MAR," Timonium, Maryland", Shooting/Stabbing,, 9603 Deerco Road," BCoPD & FD units o/s person shot @ Continental Arms range, possibly accidental, active scene", MAR137,2019-04-17, 12:58
FLA," Palm Bay, Florida", Shooting/Stabbing,, 1300 Carr Cir Ne," EMS/PD o/s person shot in the head, deceased on-scene.", FLA318,2019-04-17, 12:52
DFW," Mabank, Texas", Veh Pursuit, 201/SO-1, Us 175 & SH 198, U/D: Vehicle stopped. Driver suffering a medical emergency. EMS requested., DFW156,2019-04-17, 11:48
PEN," Pleasant Hills, Pennsylvania", Perp Search/Chase, 472.575, 580 Clairton Blvd," 2524 foot pursuit, AM neon vest, white t-shirt, unk wants", PEN084,2019-04-17, 12:46
UTA," Leamington, Utah", Major Accident,, Sr-132 Mm-14, UHP o/s of a car that hit a truck and rolled. 2 people deceased 1 flown by helo to trauma center., UTA008,2019-04-17, 10:44
DFW," Mabank, Texas", Veh Pursuit, 201/SO-1, Us 175 & SH 198," PD in pursuit of a vehicle, unknown wants. Multiple cover units enroute. EB at 52MPH.", DFW156,2019-04-17, 11:43
NYK," Beekman, New York", Trauma Alert,, 68 Gold Rd," Patient fell a long distance with serious injs, EMS transporting.", NYK130,2019-04-17, 12:33
NYK," Pearl River, New York", 1 Alarm Fire,, 173 W Washington Ave," Working fire in a private dwelling, smoke showing on arrival.", NYK134,2019-04-17, 12:31
ORE," Portland, Oregon", Hazmat,, NE 27th Ave & NE Flanders St, PF&R units o/s rptg a gas line struck by a construction crew. No evacuations., ORE029,2019-04-17, 09:29
PEN," Lower Alsace Twp, Pennsylvania", Brush Fire,, Neversink Mountin Rd," FD o/s w/ a large brush fire rapidly spreading, req 1st alarm & M/A.", PEN079,2019-04-17, 12:28
LAX," Industry, California", Major Accident,, S Turnbull Cyn Rd & E Don Julian Rd," LACoFD E43 o/s rptg a T/C with 2 serious injuries, 6 patients total. Addl EMS reqd.", LAX032,2019-04-17, 09:28
MAS," Yarmouth, Massachusetts", Major Accident,, Buck Island Rd & Higgins Crowell Rd," Vehicle overturned, one patient trapped. Jaws working.", MAS354,2019-04-17, 12:27
NYC," Bronx, New York", Violent Crime, SOD, 1095 Prospect Ave," U/D: BMA perp, 25-30 y/o, LSW black hoodie, jeans, no shoes. Cash taken.", NYC249,2019-04-17, 12:25
NYC," Bronx, New York", Violent Crime, SOD, 1095 Prospect Ave," PD rptg a robbery of a convenience store, BMA perp fled. Level 1 Mobilization called.", NYC249,2019-04-17, 12:16
OHI," Springfield Twp, Ohio", Major Accident, 31 FG 4, Hamilton Ave & Springdale Road, STFD o/s Garbage Truck & Cola Cola Truck Rollover In Ditch Multiple Injuries Hamilton Ave Shutdown, KTY017,2019-04-17, 12:17
NYC," Manhattan, New York", 1 Alarm Fire (10-75), 482.10625, 40 Rector St," U/D: Div 1 rptd an electrical fire, basement of a 19-stry 100x100 office bldg, high-rise response,PWH", NYC249,2019-04-17, 12:10
ASA," Austin, Texas", Major Accident,, 5100 Balcones Woods Dr," MVC w/ entrapment, one patient with serious injs.", ASA028,2019-04-17, 11:05
FLA," Indian Creek, Florida", 1 Alarm Fire, North, 31 Indian Creek Island Rd," Delayed: Working fire in a large dwelling. Fire out, investigators o/s.", FLA125,2019-04-17, 11:54
NYK," Massapequa, New York", 1 Alarm Fire,, 565 Parkside Boulevard," FD o/s of a fire in a 1 1/2 story private dwelling, mutual aid notified", NYC066,2019-04-17, 11:51
NJS," Brick Twp, New Jersey", 1 Alarm Fire,, 84 Primrose Lane, FD reports working fire in a multi family residence, NJS001,2019-04-17, 11:49
MAS," Arlington, Massachusetts", Armed Robbery, 471.1625, 141 Massachusetts Ave," Bank robbery. Perp HMA, gray sweatshirt, mask. Fled on foot down Trowbridge St", MAS255,2019-04-17, 11:47
NYC," Manhattan, New York", Violent Crime, SOD, 682 6th Ave," U/D: HMA perp, 5-10, LSW gray polo sweater, black t-shirt, blue jeans, fled unknown direction", NYC249,2019-04-17, 11:46
NYC," Manhattan, New York", 1 Alarm Fire (10-75), 482.10625, 40 Rector St, Box 0048: Working fire transmitted for fire in the basement of a commercial bldg, NYC249,2019-04-17, 11:43
FLA," Sunrise, Florida", Major Accident, BSOFR Disp 1, Flamingo Rd & NW 8 St," PFD Station 62 arrival, vehicle vs tree, major damage. One confirmed fatality. M/A:Plantation", FLA005,2019-04-17, 11:42
FLA," Sunrise, Florida", Trauma Alert, BSOFR Disp 1, 1820 NW 63 Ave," Station 39 arrival, patient fell off of a ladder. Adult male trauma alert by ground.", FLA005,2019-04-17, 11:42
NHA," Kingston, New Hampshire", Major Accident,, North Rd & Deer Run Cir, FD reports MVA w/ entrapment - extrication in prog, NHA021,2019-04-17, 11:38
NYC," Manhattan, New York", Violent Crime, SOD, 682 6th Ave," PD o/s rptg a robbery of a Game Stop store, $200 USC taken by an HMA perp. Level 1 Mobil.", NYC249,2019-04-17, 11:37
FLA," Lakeland Highlands, Florida", 1 Alarm Fire,, 6121 Morningdale Ave, FD reports working fire in a 1 story residence, FLA110,2019-04-17, 11:36
MAR," Linthicum Heights, Maryland", Power Outage, Bravo, 849 International Dr, BGE reporting 544 power outages in the BWI area. AACoFD has multiple elevator malfunction calls., MAR101,2019-04-17, 11:35
LAX," Anaheim, California", 1 Alarm Fire,, 6503 E Calle del norte, AE9 o/s single family residential with working fire, LAX062,2019-04-17, 08:30
MAS," Concord, Massachusetts", Hazmat,, Mildred Cir & Cambridge Turnpike, FD reports gas main rupture - gas co on scene, MAS227,2019-04-17, 11:25
MAR," Middle River, Maryland", Major Accident, Tac 3-2, Martin Boulevard & Compass Road," Rescue Box 12-6: FD o/s MVC with person pinned, extrication in progress, 2nd EMS unit requested", MAR137,2019-04-17, 11:24
FLA," Palm Springs, Florida", 1 Alarm Fire,, 3000 Meadow Rd, PBCFR reports fire in a 1 story residence now knocked down, FLA110,2019-04-17, 11:15
KAN," Shawnee, Kansas", Trauma Alert, TG 30104, 6553 Hallet Street, BC & TRK 71 O/S 1 man DOA from electrocution in garage. Small fire extinguished w/ water cans. M/A:Overland Park M/A:Lenexa, KAN071,2019-04-17, 10:14
NYC," Manhattan, New York", 3 Alarm Fire, 482.10625, 1708 2nd Ave, U/D: Div 3 rpts fire has extended up to flrs 2 thru 4 via a pipe chase., NYC249,2019-04-17, 11:11
WVA," Charleston, West Virginia", Airport Alert, 155.145, 100 Airport Rd," C-130 inbound with 1 engine out, 5 SOB, aircraft has landed safely,", WVA005,2019-04-17, 11:09
FLA," Jacksonville, Florida", 1 Alarm Fire, B-1 TG-1113, 1100 N Ellis St," L26 o/s Fire Coming from Vent of Roof of Large Commercial Building, Calling Working Fire", FLA077,2019-04-17, 11:07
TEX," Lubbock, Texas", 1 Alarm Fire,, 6127 Ave R," Delayed, LFR reports early morning structure fire heavily involved on arrival", TEX011,2019-04-17, 10:02
NYC," Manhattan, New York", 3 Alarm Fire, 482.10625, 1708 2nd Ave," Box 1188: Div 3 rpts a kitchen fire in a restaurant, 1st flr of a 5-stry brick mult dwelling.", NYC249,2019-04-17, 11:01
NYK," Brighton, New York", Trauma Alert, EMS Dispatch, 1 Johnsarbor Dr W," ALS3059 on scene with a person who fell and is unresponsive, unstable patient, RSI requested", NYK000,2019-04-17, 10:54
MAS," Haverhill, Massachusetts", Working Fire,, 30 Bond St, HFD reporting heavy smoke showing from a commercial bldg, MAS227,2019-04-17, 10:52
GEO," Savannah, Georgia", Hazmat,, 1705 Elgin St., SFR units o/s rptg a ruptured 2-in gas line. Gas Co. o/s., GEO016,2019-04-17, 10:43
FLA," Port Richey, Florida", Hazmat,, 9409 Us-19, PCFFR investigating gas odor @ Gulfview Square Mall - evac in progress, FLA110,2019-04-17, 10:37
FLA," Deltona, Florida", Major Accident,, Deltona Blvd & Enterprise Rd," Delayed, VCSO investigating early morning motorcycle crash w/ fatality", FLA110,2019-04-17, 10:34
ENG," London, UK - United Kingdom", Make Pumps >4 Fire,, 95 Bethune Rd," Delayed, LFB reports early morning kitchen fire on floor #1 @ Beis Aharon School", ENG010,2019-04-17, 15:31
ORE," Portland, Oregon", Perp Search/Chase,, 5150 NE Martin Luther King Jr Blvd," PD investigating robbery from a pedestrian @ 7-11 - perp is white male, heavy set, wearing ski mask", ORE011,2019-04-17, 07:25
MNE," Buckfield, Maine", Armed Robbery,, 2 Depot St," PD reports armed robbery @ bank - gun displayed - unk proceeds - perp is 6ft, orange backpack", MNE037,2019-04-17, 10:21
PEN," Philadelphia, Pennsylvania", Perp Search/Chase,, 7th Ave & Marshall St," PPD units in a foot pursuit of a suspect, unknown reason. Suspect may have gone to roof of bldg.", PEN035,2019-04-17, 10:20
MNE," Rumford, Maine", 2 Alarm Fire,, 660 S Rumford Rd, FD reports working fire in a 1 story residence, MNE037,2019-04-17, 10:14
NYC," Manhattan, New York", 2 Alarm Fire, 482.10625, 1708 2nd Ave," Box 1188: Div 3 rpts a kitchen fire in a restaurant, 1st flr of a 5-stry brick mult dwelling.", NYC249,2019-04-17, 10:12
ARI," Goodyear, Arizona", Major Accident, K10 1611, I-10 & Estrella Pkwy," E185 o/s of a crash involving a school bus, 2 pts, 1 with serious injuries. Extrication needed. M/A:Avondale", ARI666,2019-04-17, 08:02
NCA," Mooresville, North Carolina", Hazmat,, 125 Emerald Dr, FD o/s gas leaking from sinking boat, NCA009,2019-04-17, 10:01
TEN," Kingsport, Tennesse", Shooting/Stabbing,, 100 Mullins St," Delayed, PD reports early morning officer involved shooting - suspect shot, no officers injured", TEN033,2019-04-17, 08:57
NYC," Manhattan, New York", 1 Alarm Fire All Hands, 482.10625, 1708 2nd Ave," Box 1188: BC-10 rpts AHW a kitchen fire in a restaurant, 1st flr of a 5-stry mult dwelling,L-16 FAST", NYC249,2019-04-17, 09:55
NYC," Manhattan, New York", 1 Alarm Fire (10-75), 482.10625, 1708 2nd Ave, Box 1188: Working fire transmitted for fire in a restaurant., NYC249,2019-04-17, 09:52
AUS," Berkeley Vale, AU - Australia", 1 Alm Structure Fire,, 30 Laguna Parade, FRNSW and RFS at a fire in a single storey residence., AUS004,2019-04-17, 18:05
ASA," San Antonio, Texas", Armed Robbery,, 8631 Fairhaven St, PD reports female robbed @ gunpoint - handbag taken - no perp info, ASA040,2019-04-17, 22:58
PEN," Wyomissing, Pennsylvania", Train Derailment,, 1245 Penn Ave, FD reports multiple cars derailed - carrying trash - no hazmat or injs reported, PEN080,2019-04-17, 23:57
LAX," Los Angeles, California", Hazmat,, 405 Hilgard Ave, Units assessing female exposed to unk chem in lab - UCLA bldg 40, LAX060,2019-04-17, 20:55
WSC," Green Bay, Wisconsin", Violent Crime,, N Danz Ave & University Ave, PD reports victim assaulted at knife point / no stabbing, WSC014,2019-04-17, 22:49
FLA," Belle Isle, Florida", 1 Alarm Fire, FD4, 3808 Quando Dr, E72 reports fire showing from a 1 story single family residence, FLA057,2019-04-17, 23:45
PEN," Philadelphia, Pennsylvania", Shooting/Stabbing,, 613 Franklin Pl, Delayed - PPD rptd a male shot in the head., PEN035,2019-04-17, 23:38
MAR," Baltimore, Maryland", Perp Search/Chase,, Ruskin Ave & Reisterstown Rd," BPD searching for suspects in a silver 02 Infiniti Q45, MD plt 7DS1298,wanted for a prev homicide", MAR055,2019-04-17, 23:36
GEO," Bogart, Georgia", Violent Crime,, 120 Greenwood Dr, OCSO o/s Domestic Dispute where Husband is now Locked in Bathroom with a Knife. EMS Staged., GEO102,2019-04-17, 23:34
ILL," Chicago, Illinois", Perp Search/Chase,, N Central Ave & W Potomac Ave, PD reports perp snatched black purse - last seen W on Central, ILL173,2019-04-17, 22:33
OHI," Cincinnati, Ohio", Hazmat,, 575 West Liberty Street, CFD o/s Natural Gas & CO Leak Req Duke Gas To Respond ASAP Rescue 14 Dispatched, KTY017,2019-04-17, 23:34
LAX," Santa Clarita, California", Veh Pursuit, 45.7, Sb 5 & Sr-210, CHP is in pursuit of a black Mercedes at 140 miles per hour, LAX081,2019-04-17, 20:32
NYC," Queens, New York", Missing Person, SOD, Beach 6th St & Seagirt Ave," Level 1 Mobil called for a missing 90 y/o Indian Male, LSW white shirt, barefoot", NYC249,2019-04-17, 23:29
FLA," Fellsmere, Florida", 1 Alarm Fire,, Booker St & Grant Ave," E-10 o/s vacant fully involved structure, defensive attack", CON203,2019-04-17, 23:26
ONT," Toronto, Ontario - Canada", 2 Alarm Fire,, 32 Silvio Av," 1 Sty House, Heavy Smoke On Arrival", ONT110,2019-04-17, 23:23
NCA," Wake County, North Carolina", Major Accident,, Fayetteville Rd & Ten Ten Rd, EMS reports MVA rollover - load & go for patient w/ serious injs, FLA057,2019-04-17, 23:23
KTY," Fort Mitchell, Kentucky", Major Accident, Kenton 2, Interstate 75 S @ 187.9 mm, FMFD E1 o/s 2 Vehicle MVA With Injuries W/Entrapment & Driver Non Responsive FMPD Arriving, KTY017,2019-04-17, 23:22
ASA," Austin, Texas", 1 Alarm Fire, FTAC204, 6207 Waycross," BC8 IC 1sty house WF in living room, E36 1 LSO, L36 search complete, S/C Arson, multp ignition point", ASA017,2019-04-17, 22:11
ILL," Chicago, Illinois", Violent Crime,, 1300 North Cleaver St," CPD investigating shots fired & casings found, shot spotter activated", ILL065,2019-04-17, 22:10
CON," Hartford, Connecticut", Shooting/Stabbing,, Brook St & Fairmount St," U/D: corrected location, PD reports 3rd person was also found shot at location", CON040,2019-04-17, 23:03
MAS," Boston, Massachusetts", Major Accident, 460.500, 266 E Berkeley St," Services o/s 2 car MVA, 1 driver ejected, ALS committed, request MSP assist", MAS198,2019-04-17, 23:01
NCA," Kannapolis, North Carolina", 1 Alarm Fire,, 308 Spring Garden Ave, FD o/s working fire in 1 story single family dwelling, NCA009,2019-04-17, 22:58
NYK," Binghamton, New York", 1 Alarm Fire,, 29 Emma St, FD reporting a working fire in a 2.5 story residence, NYK115,2019-04-17, 22:53
TEN," Memphis, Tennesse", Shooting/Stabbing,, 3947 Timberwood Dr, PD o/s 1 male victim shot & in critical condition, TEN085,2019-04-17, 21:50
NJS," Egg Harbor City, New Jersey", 1 Alarm Fire,, 4800 Old Egg Harbor Rd, FD o/s rptg a fully involved residential structure., NJS005,2019-04-17, 22:48
OHI," Toledo, Ohio", 1 Alarm Fire, OPS-10-4, W Bancroft St & Irvington Pl, E-16 o/s working fire in a dwelling. 2nd engine to dump monitor. Exposure problem. Batt-2 I/C., MCH048,2019-04-17, 22:47
MAR," Denton, Maryland", 1 Alarm Fire,, 408 Lincoln Street," U/D: Fire 1st flr & basement, structure is former Denton Colored School bldg. State Fire Marshal req.", MAR137,2019-04-17, 22:46
ILL," Chicago, Illinois", Still Alarm Fire,, 6741 S Honore St, U/D: Updated address - Fire exterior fire with extension into a vacant coach house., ILL085,2019-04-17, 21:41
MAR," Denton, Maryland", 1 Alarm Fire,, 408 Lincoln Street," FD o/s fire in a dwelling, 1 line working, searches in progress.", MAR137,2019-04-17, 22:39
MAR," Denton, Maryland", Working Fire,, 408 Lincoln St, FD reports working fire in a residence, MAR088,2019-04-17, 22:39
ILL," Chicago, Illinois", Still Alarm Fire,, 6745 S Honore St, CFD o/s fire in a 2 story ordinary dwelling., ILL085,2019-04-17, 21:36
PEN," Chester, Pennsylvania", 1 Alarm Fire, Fire-7, 3038 W 2nd St," ENG 81 on scene fire showing from the basement of a 2 story end of the row apt, dropping a line.", PEN061,2019-04-17, 22:34
FLA," Holden Heights, Florida", Major Accident, FD5, 33rd St & Mo Ho Dr, E50 reports MVA - 1 in traumatic arrest - req 3 rescues total, FLA057,2019-04-17, 22:32
CON," Hartford, Connecticut", Shooting/Stabbing,, Albany Ave & Bedford St, HPD o/s rptg 2 victims shot. Unknown severity of injuries., CON115,2019-04-17, 22:31
PEN," Philadelphia, Pennsylvania", 1 Alarm Fire,, 4800 Merion Ave," E-16 o/s rptg 2 large rubbish fires, placing 3 & 2 in services, requesting the box.", PEN035,2019-04-17, 22:29
MAR," Germantown, Maryland", Shooting/Stabbing,, 18700 Curry Powder Ln, U/D: PD reports 4 possibly shot - 1 fatality, MAR088,2019-04-17, 22:24
ONT," Toronto, Ontario - Canada", 2 Alarm Fire,, Danforth Ave & Main St, TFS o/s rptg heavy smoke showing from the 9th floor of a high rise residential bldg, ONT003,2019-04-17, 22:23
MCH," Detroit, Michigan", Officer Assist, 82RTPD1, 12620 Virgil St," Redford PD attempting to make a felony stop, requesting immediate backup.", MCH048,2019-04-17, 22:22
CON," Southington, Connecticut", 1 Alarm Fire,, 1765 Meriden Waterbury Tpk, FD reports working fire in a commercial structure - Mamma Mia Restaurant, CON048,2019-04-17, 22:21
FLA," Orlando, Florida", Major Accident, OFD2, W Pine St & S Orange Blossom Trl, E2 reports MVA - M201 transporting trauma alert by ground, FLA057,2019-04-17, 22:18
ENG," Smethwick, UK - United Kingdom", Make Pumps >4 Fire,, Raglan Rd & Cape Hill," WMFS o/s large fire in derelict pub, building well alight.", ENG004,2019-04-17, 03:17
MCH," Lincoln Park, Michigan", 1 Alarm Fire,, 679 Moran Ave, FD o/s working fire in a 1.5 story dwelling. 1 line stretched. M/A Ecorse., MCH048,2019-04-17, 22:12
ARI," Gilbert, Arizona", Major Accident,, Germann Rd & Ranch House Pkwy," GFD/PD o/s MVA with vehicle into tree, 3 patients with critical injuries.", ARI030,2019-04-17, 20:12
NCA," Spencer, North Carolina", 1 Alarm Fire,, 318 Grant St, FD reports working fire in a 1 story multi family residence, NCA023,2019-04-17, 22:04
SDA," Renner, South Dakota", Major Accident,, 258th St & Packard Ln, FD reports MVA w/ serious injs - helo inbound for transport, SDA009,2019-04-17, 21:00
SFO," Lafayette, California", 1 Alarm Fire,, 3565 Mt Diablo Blvd, U/D: 1.5 Sty Stand Alone Brick & Wood. Potinos Restaurant. Fire in a Hood Extd to the Attic., SFO068,2019-04-17, 19:00
SFO," Lafayette, California", 1 Alarm Fire,, 3565 Mt Diablo Blvd, E15 o/s Heavy Smoke From a Restaurant - Working Fire on arrival., SFO068,2019-04-17, 18:56
VIR," Centerville, Virginia", 1 Alarm Fire, 4 Hotel, 13810 Braddock Rd, U/D: change of radio assigment to 4 Hotel for commercial building. Possible extension of fire in sign, VIR069,2019-04-17, 21:49
VIR," Fairfax, Virginia", Major Accident, 4 Delta, 3616 Jermantown Rd, Units on scene two vehicle crash. One patient trapped - extracated. Ground transport., VIR069,2019-04-17, 21:48
MAR," Germantown, Maryland", Shooting/Stabbing,, 18700 Curry Powder Ln, PD reports 2 victims shot - unk extent of injs - perp fled in silver van, MAR088,2019-04-17, 21:45
VIR," Centerville, Virginia", 1 Alarm Fire, 4 Delta, 13810 Braddock Rd, Units on scene with fire in a sign on exterior of building. Possible Extension. Request RIT Level 1, VIR069,2019-04-17, 21:41
RDI," Providence, Rhode Island", Shooting/Stabbing, ppd-ch1/pfd-ch1, 334 Broad St, U/D:Pfd E3 Reports A Male In His 20s Serious Stab Wound To The Abdomen No Perp Info Noted, MAS074,2019-04-17, 21:39
TEN," Sevierville, Tennesse", Shooting/Stabbing,, 1645 Parkway," Delayed, PD investigating shooting - 1 fatal, gunman fatal / self inflicted, 1 transported", TEN033,2019-04-17, 20:34
RDI," Providence, Rhode Island", Shooting/Stabbing, ppd-ch1/pfd-ch1, 334 Broad St, Ppd O/s Of A Person Stabbed Pfdems Enroute Unk Perp Info Noted, MAS074,2019-04-17, 21:33
ONT," Jarvis, Ontario - Canada", Major Accident,, Hwy 3 E of Sandusk Rd," P3 o/s of a crash with one patient trapped, extrication ongoing. All services o/s.", CAN000,2019-04-17, 21:30
NYC," Queens, New York", 1 Alarm Fire All Hands, 482.01325, 321 Beach 13th St," U/D: (Updated address) BC-47 rpts fire throughout a 1-stry 15x25 bungalow dwelling, DWH", NYC249,2019-04-17, 21:28
NCA," Statesville, North Carolina", Shooting/Stabbing,, 7th St & Newbern Ave, PD reports shooting in area - victim located @ hospital, NCA023,2019-04-17, 21:26
NYC," Queens, New York", 1 Alarm Fire All Hands, 482.01325, Beach 13th St & New Haven Ave," Box 1067: BC-47 rpts AHW a fully involved 1-stry bungalow dwelling, L-137 FAST, DWH", NYC249,2019-04-17, 21:21
NYK," Rochester, New York", Shooting/Stabbing,, Elba St & Cottage St, PD reports male w/ gunshot to hand - poss self inflicted, NYK142,2019-04-17, 21:20
NYC," Queens, New York", 1 Alarm Fire (10-75), 482.01325, Beach 13th St & New Haven Ave, Box 1067: Working fire transmitted for fire in a 1-stry bungalow dwelling, NYC249,2019-04-17, 21:19
MAR," Baltimore, Maryland", 1 Alarm Fire, Fg1, 623 N Franklintown Road," Box Alarm 36-70: BCFD o/s fire showing #2 floor of a rowhouse, 1 line working", MAR137,2019-04-17, 21:13
OHI," Youngstown, Ohio", 1 Alarm Fire,, 753 E. Florida Ave., YFD B2 o/s of fire showing from a 1 story vacant residence., OHI103,2019-04-17, 21:13
